NCBI ID	NCBI Symbol	TaxID	likely
12395	Runx1t1	10090	likely
12396	Cbfa2t2	10090	likely
12398	Cbfa2t3	10090	likely
12400	Cbfb	10090	likely
12402	Cbl	10090	likely
12412	Cbx1	10090	likely
12417	Cbx3	10090	likely
12418	Cbx4	10090	likely
12419	Cbx5	10090	likely
12427	Ccna1	10090	likely
12428	Ccna2	10090	likely
12443	Ccnd1	10090	likely
12447	Ccne1	10090	likely
12454	Ccnk	10090	likely
12455	Ccnt1	10090	likely
12490	Cd34	10090	less likely
12500	Cd3d	10090	less likely
12534	Cdk1	10090	likely
12539	Cdc37	10090	likely
12544	Cdc45	10090	likely
12566	Cdk2	10090	likely
12568	Cdk5	10090	likely
12569	Cdk5r1	10090	likely
12572	Cdk7	10090	likely
12576	Cdkn1b	10090	likely
12577	Cdkn1c	10090	likely
12578	Cdkn2a	10090	likely
12593	Cdyl	10090	likely
12648	Chd1	10090	likely
12649	Chek1	10090	likely
12675	Chuk	10090	likely
12683	Cidea	10090	likely
12705	Cited1	10090	likely
12759	Clu	10090	less likely
12785	Cnbp	10090	likely
12795	Plk3	10090	likely
12825	Col3a1	10090	less likely
12832	Col5a2	10090	less likely
12843	Col1a2	10090	less likely
12848	Cops2	10090	likely
12879	Cys1	10090	likely
12914	Crebbp	10090	likely
12928	Crk	10090	likely
12929	Crkl	10090	likely
12952	Cry1	10090	likely
12953	Cry2	10090	likely
12971	Crym	10090	likely
13000	Csnk2a2	10090	likely
13009	Csrp3	10090	likely
13016	Ctbp1	10090	likely
13017	Ctbp2	10090	likely
13039	Ctsl	10090	likely
13132	Dab2	10090	likely
13144	Dapk3	10090	likely
13163	Daxx	10090	likely
13176	Dcc	10090	likely
13180	Pcbd1	10090	likely
13194	Ddb1	10090	likely
13205	Ddx3x	10090	likely
13206	Ddx4	10090	likely
13207	Ddx5	10090	likely
13211	Dhx9	10090	likely
13388	Dll1	10090	less likely
13487	Slc26a3	10090	less likely
13498	Atn1	10090	likely
13508	Dscam	10090	likely
13542	Dvl1	10090	likely
13543	Dvl2	10090	likely
13544	Dvl3	10090	likely
13548	Dyrk1a	10090	likely
13549	Dyrk1b	10090	likely
13619	Phc1	10090	likely
13626	Eed	10090	likely
13627	Eef1a1	10090	less likely
13629	Eef2	10090	less likely
13649	Egfr	10090	less likely
13684	Eif4e	10090	less likely
13716	Ell	10090	likely
13805	Eng	10090	less likely
13831	Epc1	10090	likely
13866	Erbb2	10090	less likely
13869	Erbb4	10090	less likely
13870	Ercc1	10090	likely
13871	Ercc2	10090	likely
13872	Ercc3	10090	likely
13990	Smarcad1	10090	likely
14000	Drosha	10090	likely
14004	Chchd2	10090	likely
14030	Ewsr1	10090	likely
14048	Eya1	10090	likely
14049	Eya2	10090	likely
14050	Eya3	10090	likely
14051	Eya4	10090	likely
14055	Ezh1	10090	likely
14056	Ezh2	10090	likely
14084	Faf1	10090	likely
14105	Srsf10	10090	likely
14113	Fbl	10090	likely
14121	Fbp1	10090	less likely
14158	Fer	10090	less likely
14164	Fgf1	10090	less likely
14166	Fgf11	10090	less likely
14173	Fgf2	10090	less likely
14182	Fgfr1	10090	less likely
14183	Fgfr2	10090	less likely
14200	Fhl2	10090	likely
14201	Fhl3	10090	likely
14228	Fkbp4	10090	likely
14245	Lpin1	10090	likely
14248	Flii	10090	likely
14255	Flt3	10090	less likely
14265	Fmr1	10090	likely
14302	Frk	10090	less likely
14309	Fshr	10090	less likely
14312	Brd2	10090	likely
14357	Dtx1	10090	likely
14375	Xrcc6	10090	likely
14479	Usp15	10090	likely
14489	Mtpn	10090	likely
14534	Kat2a	10090	likely
14683	Gnas	10090	less likely
14725	Lrp2	10090	likely
14775	Gpx1	10090	likely
14797	Tle5	10090	likely
14816	Grm1	10090	less likely
14841	Haspin	10090	likely
14884	Gtf2h1	10090	likely
14897	Trip12	10090	likely
14933	Gk	10090	less likely
14957	H1f3	10090	likely
14958	H1f0	10090	likely
15077	H3c14	10090	likely
15078	H3f3a	10090	likely
15081	H3f3b	10090	likely
15108	Hsd17b10	10090	likely
15161	Hcfc1	10090	likely
15162	Hck	10090	likely
15163	Hcls1	10090	likely
15182	Hdac2	10090	likely
15183	Hdac3	10090	likely
15185	Hdac6	10090	likely
15193	Hdgfl2	10090	likely
15201	Hells	10090	likely
15235	Mst1	10090	less likely
15254	Hint1	10090	likely
15257	Hipk1	10090	likely
15258	Hipk2	10090	likely
15259	Hipk3	10090	likely
15260	Hira	10090	likely
15267	H2ac18	10090	likely
15270	H2ax	10090	likely
15278	Tfb2m	10090	likely
15289	Hmgb1	10090	likely
15312	Hmgn1	10090	likely
15331	Hmgn2	10090	likely
15354	Hmgb3	10090	likely
15368	Hmox1	10090	less likely
15381	Hnrnpc	10090	likely
15384	Hnrnpab	10090	likely
15387	Hnrnpk	10090	likely
15441	Hp1bp3	10090	likely
15460	Hr	10090	likely
15461	Hras	10090	less likely
15468	Prmt2	10090	likely
15469	Prmt1	10090	likely
15481	Hspa8	10090	likely
15502	Dnaja1	10090	likely
15505	Hsph1	10090	likely
15507	Hspb1	10090	likely
15510	Hspd1	10090	likely
15511	Hspa1b	10090	likely
15525	Hspa4	10090	likely
15587	Hyal2	10090	less likely
15950	Ifi203	10090	likely
15951	Ifi204	10090	likely
15982	Ifrd1	10090	likely
16150	Ikbkb	10090	likely
16151	Ikbkg	10090	likely
16179	Irak1	10090	likely
16202	Ilk	10090	less likely
16337	Insr	10090	less likely
16396	Itch	10090	likely
16452	Jak2	10090	likely
16475	Ajuba	10090	likely
16480	Jup	10090	likely
16543	Mdfic	10090	likely
16647	Kpna2	10090	likely
16650	Kpna6	10090	likely
16798	Lats1	10090	likely
16825	Ldb1	10090	likely
16826	Ldb2	10090	likely
16859	Lgals9	10090	likely
16905	Lmna	10090	likely
16906	Lmnb1	10090	likely
16907	Lmnb2	10090	likely
16909	Lmo2	10090	likely
16911	Lmo4	10090	likely
16950	Loxl3	10090	likely
17142	Magea6	10090	likely
17152	Mak	10090	likely
17165	Mapkapk5	10090	less likely
17216	Mcm2	10090	likely
17240	Mdfi	10090	likely
17246	Mdm2	10090	likely
17248	Mdm4	10090	likely
17344	Pias2	10090	likely
17354	Mllt10	10090	likely
17420	Mnat1	10090	likely
17450	Morc1	10090	likely
17451	Mos	10090	less likely
17535	Mre11a	10090	likely
17684	Cited2	10090	likely
17688	Msh6	10090	likely
17691	Sik1	10090	less likely
17692	Msl3	10090	likely
17826	Fam89b	10090	likely
17846	Commd1	10090	likely
17874	Myd88	10090	likely
17920	Myo6	10090	likely
17931	Ppp1r12a	10090	less likely
17936	Nab1	10090	likely
17937	Nab2	10090	likely
17938	Naca	10090	likely
17954	Nap1l2	10090	likely
17955	Nap1l4	10090	likely
17973	Nck1	10090	likely
17975	Ncl	10090	likely
18002	Nedd8	10090	likely
18020	Nfatc2ip	10090	likely
18035	Nfkbia	10090	likely
18036	Nfkbib	10090	likely
18099	Nlk	10090	likely
18131	Notch3	10090	likely
18132	Notch4	10090	likely
18139	Zfp638	10090	likely
18140	Uhrf1	10090	likely
18148	Npm1	10090	likely
18150	Npm3	10090	likely
18163	Ctnnd2	10090	likely
18193	Nsd1	10090	likely
18226	Nup62	10090	likely
18294	Ogg1	10090	likely
18393	Orc2	10090	likely
18408	Slc25a15	10090	likely
18412	Sqstm1	10090	likely
18432	Mybbp1a	10090	likely
18479	Pak1	10090	less likely
18519	Kat2b	10090	likely
18538	Pcna	10090	likely
18569	Pdcd4	10090	likely
18572	Pdcd11	10090	likely
18600	Padi2	10090	likely
18602	Padi4	10090	likely
18626	Per1	10090	likely
18627	Per2	10090	likely
18628	Per3	10090	likely
18643	Pfn1	10090	likely
18673	Phb1	10090	likely
18676	Phf2	10090	likely
18706	Pik3ca	10090	less likely
18708	Pik3r1	10090	less likely
18709	Pik3r2	10090	less likely
18712	Pim1	10090	less likely
18751	Prkcb	10090	less likely
18759	Prkci	10090	less likely
18760	Prkd1	10090	less likely
18761	Prkcq	10090	less likely
18762	Prkcz	10090	less likely
18763	Pkd1	10090	likely
18767	Pkia	10090	less likely
18769	Pkig	10090	less likely
18795	Plcb1	10090	less likely
18817	Plk1	10090	likely
18854	Pml	10090	likely
18983	Cnot7	10090	likely
19014	Med1	10090	likely
19017	Ppargc1a	10090	likely
19042	Ppm1a	10090	likely
19052	Ppp2ca	10090	less likely
19055	Ppp3ca	10090	less likely
19056	Ppp3cb	10090	less likely
19058	Ppp3r1	10090	less likely
19062	Inpp5k	10090	less likely
19090	Prkdc	10090	less likely
19099	Mapk8ip1	10090	likely
19106	Eif2ak2	10090	less likely
19118	Prm1	10090	likely
19122	Prnp	10090	likely
19164	Psen1	10090	likely
19179	Psmc1	10090	likely
19181	Psmc2	10090	likely
19182	Psmc3	10090	likely
19183	Psmc3ip	10090	likely
19184	Psmc5	10090	likely
19192	Psme3	10090	likely
19231	Ptma	10090	likely
19250	Ptpn14	10090	likely
19255	Ptpn2	10090	likely
19281	Ptprt	10090	less likely
19285	Cavin1	10090	likely
19302	Pex2	10090	likely
19356	Rad17	10090	likely
19357	Rad21	10090	likely
19359	Rad23b	10090	likely
19360	Rad50	10090	likely
19366	Rad54l	10090	likely
19374	Rag2	10090	likely
19377	Rai1	10090	likely
19383	Raly	10090	likely
19384	Ran	10090	likely
19416	Rasd1	10090	likely
19645	Rb1	10090	likely
19646	Rbbp4	10090	likely
19650	Rbl1	10090	likely
19651	Rbl2	10090	likely
19655	Rbmx	10090	likely
19656	Rbmxl1	10090	likely
19663	Rbpms	10090	likely
19687	Rfc1	10090	likely
19708	Dpf2	10090	likely
19720	Trim27	10090	likely
19763	Ring1	10090	likely
19777	Uri1	10090	likely
19820	Rlim	10090	likely
19821	Rnf2	10090	likely
19822	Rnf4	10090	likely
20020	Polr2a	10090	likely
20024	Sub1	10090	likely
20044	Rps14	10090	likely
20111	Rps6ka1	10090	likely
20128	Trim30a	10090	likely
20174	Ruvbl2	10090	likely
20184	Uimc1	10090	likely
20193	S100a1	10090	less likely
20201	S100a8	10090	less likely
20202	S100a9	10090	less likely
20218	Khdrbs1	10090	likely
20220	Sap18	10090	likely
20379	Sfrp4	10090	likely
20382	Srsf2	10090	likely
20393	Sgk1	10090	less likely
20410	Sorbs3	10090	likely
20439	Siah2	10090	likely
20466	Sin3a	10090	likely
20467	Sin3b	10090	likely
20585	Hltf	10090	likely
20586	Smarca4	10090	likely
20587	Smarcb1	10090	likely
20610	Sumo3	10090	likely
20611	Ssty1	10090	likely
20617	Snca	10090	likely
20729	Spin1	10090	likely
20747	Spop	10090	likely
20779	Src	10090	less likely
20817	Srpk2	10090	likely
20869	Stk11	10090	likely
20874	Slk	10090	less likely
20877	Aurkb	10090	likely
20878	Aurka	10090	likely
20901	Strap	10090	likely
20922	Supt4a	10090	likely
20924	Supt5	10090	likely
20926	Supt6	10090	likely
20933	Med22	10090	likely
20937	Suv39h1	10090	likely
20957	Sycp1	10090	likely
20962	Sycp3	10090	likely
20963	Syk	10090	less likely
21339	Taf1a	10090	likely
21340	Taf1b	10090	likely
21372	Tbl1x	10090	likely
21399	Tcea1	10090	likely
21400	Tcea2	10090	likely
21402	Skp1	10090	likely
21427	Vps72	10090	likely
21665	Tdg	10090	likely
21681	Alyref	10090	likely
21745	Tep1	10090	likely
21752	Tert	10090	likely
21761	Morf4l1	10090	likely
21771	Utp4	10090	likely
21803	Tgfb1	10090	less likely
21804	Tgfb1i1	10090	likely
21812	Tgfbr1	10090	less likely
21813	Tgfbr2	10090	less likely
21814	Tgfbr3	10090	less likely
21817	Tgm2	10090	less likely
21835	Thrsp	10090	likely
21848	Trim24	10090	likely
21849	Trim28	10090	likely
21853	Timeless	10090	likely
21885	Tle1	10090	likely
21886	Tle2	10090	likely
21887	Tle3	10090	likely
21888	Tle4	10090	likely
21951	Tnks	10090	likely
21953	Tnni2	10090	likely
21958	Tnp1	10090	likely
21959	Tnp2	10090	likely
21969	Top1	10090	likely
21981	Ppp1r13b	10090	less likely
22034	Traf6	10090	likely
22051	Trip6	10090	likely
22057	Tob1	10090	likely
22070	Tpt1	10090	likely
22083	Ctr9	10090	likely
22088	Tsg101	10090	likely
22110	Tspyl1	10090	likely
22158	Tulp3	10090	likely
22166	Txn1	10090	less likely
22195	Ube2l3	10090	likely
22196	Ube2i	10090	likely
22200	Uba3	10090	likely
22210	Ube2b	10090	likely
22215	Ube3a	10090	likely
22218	Sumo1	10090	likely
22224	Usp10	10090	likely
22284	Usp9x	10090	likely
22286	Utf1	10090	likely
22289	Kdm6a	10090	likely
22290	Uty	10090	likely
22294	Uxt	10090	likely
22339	Vegfa	10090	less likely
22346	Vhl	10090	likely
22350	Ezr	10090	less likely
22367	Vrk1	10090	likely
22378	Wbp2	10090	likely
22385	Baz1b	10090	likely
22393	Wfs1	10090	likely
22416	Wnt3a	10090	likely
22417	Wnt4	10090	likely
22591	Xpc	10090	likely
22601	Yap1	10090	likely
22629	Ywhah	10090	less likely
22631	Ywhaz	10090	less likely
22668	Sf1	10090	likely
22803	XRN2	9606	likely
22827	PUF60	9606	likely
22828	SCAF8	9606	likely
22880	MORC2	9606	likely
22893	BAHD1	9606	likely
22904	SBNO2	9606	likely
22906	TRAK1	9606	likely
22913	RALY	9606	likely
22927	HABP4	9606	likely
22933	SIRT2	9606	likely
22936	ELL2	9606	likely
22938	SNW1	9606	likely
22954	TRIM32	9606	likely
22976	PAXIP1	9606	likely
22984	PDCD11	9606	likely
23019	CNOT1	9606	likely
23028	KDM1A	9606	likely
23030	KDM4B	9606	likely
23038	WDTC1	9606	likely
23054	NCOA6	9606	likely
23064	SETX	9606	likely
23066	CAND2	9606	likely
23067	SETD1B	9606	likely
23076	RRP1B	9606	likely
23077	MYCBP2	9606	likely
23081	KDM4C	9606	likely
23082	PPRC1	9606	likely
23132	RAD54L2	9606	likely
23133	PHF8	9606	likely
23135	KDM6B	9606	likely
23137	SMC5	9606	likely
23140	ZZEF1	9606	likely
23144	ZC3H3	9606	likely
23160	WDR43	9606	likely
23168	RTF1	9606	likely
23170	TTLL12	9606	likely
23175	LPIN1	9606	likely
23189	KANK1	9606	likely
23198	PSME4	9606	likely
23210	JMJD6	9606	likely
23234	DNAJC9	9606	likely
23236	PLCB1	9606	less likely
23248	RPRD2	9606	likely
23270	TSPYL4	9606	likely
23272	TASOR	9606	likely
23286	WWC1	9606	likely
23291	FBXW11	9606	likely
23304	UBR2	9606	likely
23309	SIN3B	9606	likely
23310	NCAPD3	9606	likely
23326	USP22	9606	likely
23327	NEDD4L	9606	likely
23338	JADE2	9606	likely
23347	SMCHD1	9606	likely
23349	PHF24	9606	likely
23368	PPP1R13B	9606	less likely
23373	CRTC1	9606	likely
23376	UFL1	9606	likely
23378	RRP8	9606	likely
23379	ICE1	9606	likely
23389	MED13L	9606	likely
23408	SIRT5	9606	likely
23409	SIRT4	9606	likely
23410	SIRT3	9606	likely
23411	SIRT1	9606	likely
23412	COMMD3	9606	likely
23421	ITGB3BP	9606	likely
23426	GRIP1	9606	less likely
23429	RYBP	9606	likely
23435	TARDBP	9606	likely
23451	SF3B1	9606	likely
23466	CBX6	9606	likely
23468	CBX5	9606	likely
23476	BRD4	9606	likely
23492	CBX7	9606	likely
23506	BICRAL	9606	likely
23512	SUZ12	9606	likely
23515	MORC3	9606	likely
23519	ANP32D	9606	likely
23520	ANP32CP	9606	likely
23523	CABIN1	9606	likely
23532	PRAME	9606	likely
23543	RBFOX2	9606	likely
23558	WBP2	9606	likely
23568	ARL2BP	9606	likely
23569	PADI4	9606	likely
23613	ZMYND8	9606	likely
23625	FAM89B	9606	likely
23633	KPNA6	9606	likely
23635	SSBP2	9606	likely
23636	NUP62	9606	likely
23648	SSBP3	9606	likely
23650	TRIM29	9606	likely
23710	GABARAPL1	9606	likely
23741	EID1	9606	likely
23774	BRD1	9606	likely
23808	Ash2l	10090	likely
23825	Banf1	10090	likely
23834	Cdc6	10090	likely
23837	Cfdp1	10090	likely
23885	Gmcl1	10090	likely
23897	Hax1	10090	likely
23938	Map2k5	10090	less likely
23939	Mapk7	10090	less likely
23963	Tenm1	10090	less likely
23964	Tenm2	10090	less likely
23989	Med24	10090	likely
23994	Dazap2	10090	likely
23996	Psmc4	10090	likely
24014	Rnasel	10090	less likely
24068	Sra1	10090	likely
24069	Sufu	10090	likely
24086	Tlk2	10090	likely
24116	Nelfa	10090	likely
24128	Xrn2	10090	likely
24148	PRPF6	9606	likely
24152	Asip	10116	likely
24170	Add1	10116	likely
24176	Adrb2	10116	less likely
24185	Akt1	10116	less likely
24224	Bcl2	10116	likely
24246	Camk2d	10116	less likely
24329	Egfr	10116	less likely
24337	Erbb2	10116	less likely
24362	Fbp1	10116	less likely
24404	Gpx1	10116	likely
24414	Grm1	10116	less likely
24437	H1f0	10116	likely
24438	H1f6	10116	likely
24451	Hmox1	10116	less likely
24468	Hspa8	10116	likely
24471	Hspb1	10116	likely
24472	Hspa1a	10116	likely
24514	Jak2	10116	likely
24559	Mos	10116	less likely
24571	Muc1	10116	likely
24649	Pim1	10116	less likely
24650	Pkd1	10116	likely
24654	Plcb1	10116	less likely
24666	Ppm1a	10116	likely
24672	Ppp2ca	10116	less likely
24674	Ppp3ca	10116	less likely
24675	Ppp3cb	10116	less likely
24680	Prkca	10116	less likely
24685	Prm1	10116	likely
24686	Prnp	10116	likely
24703	Raf1	10116	less likely
24708	Rb1	10116	likely
24828	H2ac1	10116	likely
24829	H2bc1	10116	likely
24839	Tnp1	10116	likely
24840	Tnp2	10116	likely
24854	Clu	10116	less likely
24874	Vhl	10116	likely
24896	Gnas	10116	less likely
24948	Fmr1	10116	likely
24954	Insr	10116	less likely
24962	Cth	10116	likely
25019	Xrcc6	10116	likely
25022	Fgfr2	10116	less likely
25023	Prkcb	10116	less likely
25050	Camk4	10116	less likely
25135	Ncl	10116	likely
25155	Syk	10116	less likely
25163	Cdkn2a	10116	likely
25223	Tspy1	10116	likely
25233	Akt2	10116	less likely
25237	Acvrl1	10116	less likely
25255	Dyrk1a	10116	likely
25272	Mapk10	10116	less likely
25276	Sycp1	10116	likely
25311	Dcc	10116	likely
25317	Fgf1	10116	less likely
25344	Phb1	10116	likely
25357	Thrsp	10116	likely
25379	Anp32a	10116	likely
25383	Apobec1	10116	likely
25387	Arrb1	10116	likely
25388	Arrb2	10116	likely
25400	Camk2a	10116	less likely
25448	Cenpi	10116	likely
25449	Fshr	10116	less likely
25459	Hmgb1	10116	likely
25476	Lgals9	10116	likely
25490	Nedd8	10116	likely
25493	Nfkbia	10116	likely
25498	Npm1	10116	likely
25513	Pik3r1	10116	less likely
25515	Plk1	10116	likely
25522	Prkcz	10116	less likely
25561	Sycp3	10116	likely
25565	Tle4	10116	likely
25573	Ube2i	10116	likely
25576	Ywhah	10116	less likely
25578	Ywhaz	10116	less likely
25581	Psmc2	10116	likely
25591	Parp1	10116	likely
25639	Fkbp1a	10116	likely
25677	Mak	10116	likely
25697	Ctsl	10116	likely
25710	Cd3d	10116	less likely
25729	Ccne1	10116	likely
25734	Hck	10116	likely
25737	Pcna	10116	likely
25763	H2AP	9606	likely
25776	CBY1	9606	likely
25788	RAD54B	9606	likely
25822	DNAJB5	9606	likely
25824	PRDX5	9606	likely
25836	NIPBL	9606	likely
25842	ASF1A	9606	likely
25855	BRMS1	9606	likely
25862	USP49	9606	likely
25865	PRKD2	9606	less likely
25879	DCAF13	9606	likely
25895	EEF1AKMT3	9606	likely
25898	RCHY1	9606	likely
25904	CNOT10	9606	likely
25920	NELFB	9606	likely
25926	NOL11	9606	likely
25937	WWTR1	9606	likely
25942	SIN3A	9606	likely
25950	RWDD3	9606	likely
25979	DHRS7B	9606	likely
26038	CHD5	9606	likely
26043	UBXN7	9606	likely
26053	AUTS2	9606	likely
26097	CHTOP	9606	likely
26098	EDRF1	9606	likely
26108	PYGO1	9606	likely
26122	EPC2	9606	likely
26145	IRF2BP1	9606	likely
26155	NOC2L	9606	likely
26206	SPAG8	9606	likely
26240	FAM50B	9606	likely
26271	FBXO5	9606	likely
26287	ANKRD2	9606	likely
26292	MYCBP	9606	likely
26295	Ogt	10116	likely
26354	GNL3	9606	likely
26356	Ing1	10090	likely
26395	Map2k1	10090	less likely
26396	Map2k2	10090	less likely
26397	Map2k3	10090	less likely
26409	Map3k7	10090	less likely
26413	Mapk1	10090	less likely
26414	Mapk10	10090	less likely
26416	Mapk14	10090	less likely
26417	Mapk3	10090	less likely
26419	Mapk8	10090	less likely
26420	Mapk9	10090	less likely
26443	Psma6	10090	likely
26471	NUPR1	9606	likely
26523	AGO1	9606	likely
26554	Cul3	10090	likely
26574	AATF	9606	likely
26609	VCX	9606	likely
26610	ELP4	9606	likely
26754	Cops5	10090	likely
26875	Pclo	10090	likely
26885	Casp8ap2	10090	likely
26896	Med14	10090	likely
26901	Ss18l2	10090	likely
26914	Macroh2a1	10090	likely
26922	Mecr	10090	likely
26992	Brd7	10090	likely
27005	USP21	9606	likely
27043	PELP1	9606	likely
27044	SND1	9606	likely
27050	Rps3	10090	likely
27057	Ncoa4	10090	likely
27063	ANKRD1	9606	likely
27064	Ankrd1	10116	likely
27097	TAF5L	9606	likely
27136	MORC1	9606	likely
27148	STK36	9606	likely
27154	BRPF3	9606	likely
27161	AGO2	9606	likely
27163	NAAA	9606	likely
27221	Chaf1a	10090	likely
27223	Trp53bp1	10090	likely
27250	PDCD4	9606	likely
27316	RBMX	9606	likely
27332	ZNF638	9606	likely
27336	HTATSF1	9606	likely
27350	APOBEC3C	9606	likely
27354	Nbn	10090	likely
27374	Prmt5	10090	likely
27443	CECR2	9606	likely
27632	Nelfe	10090	likely
27878	Tada1	10090	likely
28015	Polr2m	10090	likely
28019	Ing4	10090	likely
28077	Med10	10090	likely
28514	DLL1	9606	less likely
28951	TRIB2	9606	likely
28984	RGCC	9606	likely
28989	NTMT1	9606	likely
28991	COMMD5	9606	likely
28996	HIPK2	9606	likely
29028	ATAD2	9606	likely
29057	FAM156A	9606	likely
29072	SETD2	9606	likely
29079	MED4	9606	likely
29080	CCDC59	9606	likely
29086	BABAM1	9606	likely
29099	COMMD9	9606	likely
29101	SSU72	9606	likely
29102	DROSHA	9606	likely
29104	N6AMT1	9606	likely
29108	PYCARD	9606	likely
29109	FHOD1	9606	likely
29115	SAP30BP	9606	likely
29117	BRD7	9606	likely
29126	CD274	9606	less likely
29128	UHRF1	9606	likely
29134	Axin2	10116	likely
29138	Bsn	10116	likely
29149	Strn	10116	likely
29192	Psen1	10116	likely
29216	Lrp2	10116	likely
29219	Snca	10116	likely
29222	Ptma	10116	likely
29274	Rnf4	10116	likely
29282	Rpl23	10116	likely
29328	Gpx4	10116	likely
29355	Pkn1	10116	likely
29381	Acvr1b	10116	less likely
29382	Ctbp1	10116	likely
29384	Macroh2a1	10116	likely
29389	Tnni2	10116	likely
29395	Hmgb2	10116	likely
29424	Htt	10116	less likely
29431	Pak1	10116	less likely
29466	Tle5	10116	likely
29511	Padi2	10116	likely
29512	Padi4	10116	likely
29515	Atn1	10116	likely
29517	Sgk1	10116	less likely
29534	Pex2	10116	likely
29565	Eef2	10116	less likely
29568	Map2k5	10116	less likely
29575	Tcea2	10116	likely
29591	Tgfbr1	10116	less likely
29596	Ifrd1	10116	likely
29603	Bckdk	10116	likely
29610	Tgfbr3	10116	less likely
29613	Ntrk3	10116	less likely
29618	Btg1	10116	likely
29619	Btg2	10116	likely
29673	Psma6	10116	likely
29677	Psmc3	10116	likely
29681	C1qbp	10116	likely
29700	Pcbd1	10116	likely
29722	Apbb1	10116	likely
29741	Pik3r2	10116	less likely
29748	Ppp3r1	10116	less likely
29777	ABT1	9606	likely
29806	Limd1	10090	likely
29843	SENP1	9606	likely
29844	TFPT	9606	likely
29855	UBN1	9606	likely
29877	Hdgfl3	10090	likely
29883	CNOT7	9606	likely
29890	RBM15B	9606	likely
29893	PSMC3IP	9606	likely
29915	HCFC2	9606	likely
29946	SERTAD3	9606	likely
29950	SERTAD1	9606	likely
29966	STRN3	9606	likely
29969	MDFIC	9606	likely
29982	NRBF2	9606	likely
29995	LMCD1	9606	likely
29997	NOP53	9606	likely
29998	BICRA	9606	likely
30836	DNTTIP2	9606	likely
30877	Gnl3	10090	likely
30937	Lmcd1	10090	likely
30939	Pttg1	10090	likely
30941	Usp21	10090	likely
30946	Abt1	10090	likely
30951	Cbx8	10090	likely
30954	Siva1	10090	likely
50485	SMARCAL1	9606	likely
50505	Ercc4	10090	likely
50511	SYCP3	9606	likely
50518	a	10090	less likely
50658	Mapk9	10116	less likely
50686	Gsk3a	10116	less likely
50689	Mapk3	10116	less likely
50701	Elane	10090	less likely
50708	H1f2	10090	likely
50709	H1f4	10090	likely
50721	Sirt6	10090	likely
50724	Sap30l	10090	likely
50754	Fbxw7	10090	likely
50791	Magi2	10090	less likely
50809	HP1BP3	9606	likely
50810	HDGFL3	9606	likely
50849	Rnf10	10090	likely
50862	RNF141	9606	likely
50868	Keap1	10090	likely
50873	Prkn	10090	likely
50883	Chek2	10090	likely
50887	Hmgn5	10090	likely
50911	Exosc9	10090	likely
50927	Nasp	10090	likely
50964	SOST	9606	less likely
51003	MED31	9606	likely
51008	ASCC1	9606	likely
51028	VPS36	9606	likely
51042	ZNF593	9606	likely
51053	GMNN	9606	likely
51079	NDUFA13	9606	likely
51111	KMT5B	9606	likely
51132	RLIM	9606	likely
51142	CHCHD2	9606	likely
51147	ING4	9606	likely
51188	SS18L2	9606	likely
51282	SCAND1	9606	likely
51322	WAC	9606	likely
51339	DACT1	9606	likely
51366	UBR5	9606	likely
51377	UCHL5	9606	likely
51397	COMMD10	9606	likely
51412	ACTL6B	9606	less likely
51442	VGLL1	9606	likely
51460	SFMBT1	9606	likely
51496	CTDSPL2	9606	likely
51497	NELFCD	9606	likely
51499	TRIAP1	9606	likely
51504	TRMT112	9606	likely
51535	PPHLN1	9606	likely
51547	SIRT7	9606	likely
51548	SIRT6	9606	likely
51564	HDAC7	9606	likely
51567	TDP2	9606	likely
51575	ESF1	9606	likely
51585	PCF11	9606	likely
51586	MED15	9606	likely
51588	PIAS4	9606	likely
51592	TRIM33	9606	likely
51602	NOP58	9606	likely
51637	RTRAF	9606	likely
51655	RASD1	9606	likely
51684	SUFU	9606	likely
51701	NLK	9606	likely
51720	UIMC1	9606	likely
51741	WWOX	9606	less likely
51755	CDK12	9606	likely
51763	INPP5K	9606	less likely
51773	RSF1	9606	likely
51780	KDM3B	9606	likely
51788	H2az1	10090	likely
51791	Rgs14	10090	less likely
51810	Hnrnpu	10090	likely
51812	Mcrs1	10090	likely
51813	Ccnc	10090	likely
51869	Rif1	10090	likely
52028	Bbs1	10090	likely
52163	Camk1	10090	less likely
52592	Brms1l	10090	likely
52609	Cbx7	10090	likely
52615	Suz12	10090	likely
52639	Wipi1	10090	likely
52662	Ldlrad4	10090	likely
52690	Setd3	10090	likely
52713	Ccdc59	10090	likely
52808	Tspyl2	10090	likely
52830	Pnrc2	10090	likely
52846	Cnot11	10090	likely
52915	Zmiz2	10090	likely
53317	Plrg1	10090	likely
53325	Banp	10090	likely
53376	Usp2	10090	likely
53379	Hnrnpa2b1	10090	likely
53380	Psmd10	10090	likely
53415	Htatip2	10090	likely
53605	Nap1l1	10090	likely
53635	PTOV1	9606	likely
53817	Ddx39b	10090	likely
53840	TRIM34	9606	likely
53890	Sart3	10090	likely
53892	Ppm1d	10090	likely
53893	Nudt5	10090	likely
53975	Ddx20	10090	likely
54014	BRWD1	9606	likely
54069	MIS18A	9606	likely
54093	SETD4	9606	likely
54107	POLE3	9606	likely
54108	CHRAC1	9606	likely
54124	Cks1b	10090	likely
54132	Pdlim1	10090	likely
54133	Pdlim1	10116	likely
54237	Cdk1	10116	likely
54244	Crebbp	10116	likely
54245	Crk	10116	likely
